company_id,type,rule_id,text,confidence_pct
IRCTC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
IRFC,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
IRFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
IRFC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
IRFC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
IRFC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
IRFC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
ITC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
ITC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ITC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
ITC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ITC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
ITC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
ITC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
JIOFIN,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,98
JIOFIN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
JIOFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
JIOFIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
JIOFIN,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
JIOFIN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
JIOFIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
JSWENERGY,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
JSWENERGY,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
JSWENERGY,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
JSWENERGY,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
JSWSTEEL,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
JSWSTEEL,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
KOTAKBANK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
KOTAKBANK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
KOTAKBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
KOTAKBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
LICI,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LICI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,98
LICI,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
LICI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LICI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
LICI,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
LICI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
LODHA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
LODHA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
LODHA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
LTIM,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LTIM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
LTIM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LTIM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
M&M,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
M&M,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
MARUTI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MARUTI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
MARUTI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
MARUTI,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
MOTHERSON,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MOTHERSON,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
NAUKRI,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NAUKRI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NESTLEIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
NESTLEIND,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
NESTLEIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
NESTLEIND,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
NHPC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NHPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NHPC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NHPC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
NTPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NTPC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
ONGC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ONGC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ONGC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
ONGC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
PFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
PFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
